אַכְשָׁף,SDBH-01,158697
אֵל,SDBH-01,158851
אֶל,SDBH-01,160839
אַל,SDBH-01,178704
אֵל בְּרִית,SDBH-01,179844
אֵלָא,SDBH-01,179989
אֶלְגָּבִישׁ,SDBH-01,180139
אַלְגּוּמִּים,SDBH-01,180318
אֶלְדָּד,SDBH-01,180535
אֶלְדָּעָה,SDBH-01,180693
אלה,SDBH-01,180837
אֱלָהּ,SDBH-01,181751
אֵלָה,SDBH-01,182088
אֵלֶּה,SDBH-01,182940
אַלָּה,SDBH-01,183855
אָלָה,SDBH-01,184020
אֱלֹהִים,SDBH-01,184789
אֲלוּ,SDBH-01,192779
אִלּוּ,SDBH-01,192913
אֱלֹוהַּ,SDBH-01,193064
אֱלוּל,SDBH-01,193447
אֵלֹון,SDBH-01,193601
אַלֹּון,SDBH-01,194322
אַלּוּף,SDBH-01,194782
אָלוּשׁ,SDBH-01,195700
אֶלְזָבָד,SDBH-01,195846
אלח,SDBH-01,196107
אֶלְחָנָן,SDBH-01,196291
אֱלִיאָב,SDBH-01,196565
אֱלִיאֵל,SDBH-01,197260
אֱלִיאָתָה,SDBH-01,198032
אֱלִידָד,SDBH-01,198201
אֶלְיָדָע,SDBH-01,198358
אַלְיָה,SDBH-01,198726
אֵלִיָּהוּ,SDBH-01,198901
אֱלִיהוּא,SDBH-01,199450
אֶלְיְהֹועֵינַי,SDBH-01,200037
אֶלְיֹועֵינַי,SDBH-01,200320
אֶלְיַחְבָּא,SDBH-01,200899
אֱלִיחֹרֶף,SDBH-01,201057
אֱלִיל,SDBH-01,201214
אֱלִימֶלֶךְ,SDBH-01,201782
אִלֵּין,SDBH-01,201944
אֶלְיָסָף,SDBH-01,202089
אֱלִיעֶזֶר,SDBH-01,202350
אֱלִיעָם,SDBH-01,203136
אֱלִיעֵנַי,SDBH-01,203305
אֱלִיפַז,SDBH-01,203466
אֱלִיפַל,SDBH-01,203750
אֱלִיפְלֵהוּ,SDBH-01,203907
אֱלִיפֶלֶט,SDBH-01,204074
אֱלִיצוּר,SDBH-01,204525
אֱלִיצָפָן,SDBH-01,204686
אֱלִיקָא,SDBH-01,204951
אֶלְיָקִים,SDBH-01,205107
אֱלִישֶׁבַע,SDBH-01,205475
אֱלִישָׁה,SDBH-01,205632
אֱלִישׁוּעַ,SDBH-01,205880
אֶלְיָשִׁיב,SDBH-01,206038
אֱלִישָׁמָע,SDBH-01,206520
אֱלִישָׁע,SDBH-01,207204
אֱלִישָׁפָט,SDBH-01,207419
אִלֵּךְ,SDBH-01,207576
אַלְלַי,SDBH-01,207730
אלם,SDBH-01,207890
אִלֵּם,SDBH-01,208459
אֵלֶם,SDBH-01,208767
אַלְמֻגִּים,SDBH-01,209000
אֲלֻמָּה,SDBH-01,209212
אַלְמֹודָד,SDBH-01,209432
אַלְמֹון,SDBH-01,209585
אַלְמֹונִי,SDBH-01,209754
אַלַמֶּלֶךְ,SDBH-01,209917
אַלְמָן,SDBH-01,210076
אַלְמָנָה,SDBH-01,210250
אַלְמָנוּת,SDBH-01,211152
אֵלֹנִי,SDBH-01,211403
אֶלְנָעַם,SDBH-01,211550
אֶלְנָתָן,SDBH-01,211716
אֶלָּסָר,SDBH-01,212112
אֶלְעָד,SDBH-01,212258
אֶלְעָדָה,SDBH-01,212424
אֶלְעוּזַי,SDBH-01,212581
אֶלְעָזָר,SDBH-01,212747
אֶלְעָלֵה,SDBH-01,213593
אֶלְעָשָׂה,SDBH-01,213756
אלף,SDBH-01,214227
אֲלַף,SDBH-01,214919
אֶלֶף,SDBH-01,215143
אֶלְפֶּלֶט,SDBH-01,216381
אֶלְפַּעַל,SDBH-01,216540
אלץ,SDBH-01,216702
אֶלְצָפָן,SDBH-01,216869
אַלְקוּם,SDBH-01,217038
אֶלְקָנָה,SDBH-01,217173
אֶלְקֹשִׁי,SDBH-01,218158
אֶלְתֹּולַד,SDBH-01,218304
אֶלְתְּקֵא,SDBH-01,218456
אֶלְתְּקֹן,SDBH-01,218608
אִם,SDBH-01,218769
אֵם,SDBH-01,221376
אַמָּה,SDBH-01,222986
אָמָה,SDBH-01,224032
אֻמָּה,SDBH-01,224346
אֵמוּן,SDBH-01,224629
אָמֹון,SDBH-01,225149
אֱמוּנָה,SDBH-01,225814
אָמֹוץ,SDBH-01,226783
אָמִי,SDBH-01,226949
אַמִּיץ,SDBH-01,227102
אָמִיר,SDBH-01,227641
אמל,SDBH-01,227866
אֲמֵלָל,SDBH-01,228637
אֻמְלַל,SDBH-01,228815
אֲמָם,SDBH-01,228991
אמן,SDBH-01,229136
אָמֵן,SDBH-01,232185
אָמָּן,SDBH-01,232529
אֹמֶן,SDBH-01,232698
אֲמָנָה,SDBH-01,232887
אָמְנָה,SDBH-01,233422
אֹמְנָה,SDBH-01,233776
אַמְנֹון,SDBH-01,233936
אָמְנָם,SDBH-01,234249
אֻמְנָם,SDBH-01,234432
אמץ,SDBH-01,234652
אָמֹץ,SDBH-01,236269
אֹמֶץ,SDBH-01,236462
אַמְצָה,SDBH-01,236666
אַמְצִי,SDBH-01,236880
אֲמַצְיָה,SDBH-01,237138
אמר,SDBH-01,237657
אִמֵּר,SDBH-01,249807
אִמַּר,SDBH-01,250375
אֵמֶר,SDBH-01,250496
אֹמֶר,SDBH-01,251218
אִמְרָה,SDBH-01,251504
אֱמֹרִי,SDBH-01,251789
אִמְרִי,SDBH-01,252015
אֲמַרְיָה,SDBH-01,252267
